epoch,train_accuracy_score,train_loss,train_precision_score,train_recall_score,train_f1_score,valid_accuracy_score,valid_loss,valid_precision_score,valid_recall_score,valid_f1_score
14,0.946236559139785,0.35638336500813883,0.9466685867895545,0.946236559139785,0.9462816753139334,0.5555555555555556,0.7946793437004089,0.7222222222222222,0.5555555555555556,0.5111111111111111
15,0.978494623655914,0.3574599681362029,0.978494623655914,0.978494623655914,0.978494623655914,0.6666666666666666,0.712654709815979,0.8333333333333334,0.6666666666666666,0.6666666666666666
16,0.978494623655914,0.3311693950365948,0.9799777530589544,0.978494623655914,0.9785426267281105,0.8888888888888888,0.65398108959198,0.9166666666666666,0.8888888888888888,0.8888888888888888
17,0.989247311827957,0.3129683672099985,0.9896313364055299,0.989247311827957,0.989262350552673,0.8888888888888888,0.6136455535888672,0.9166666666666666,0.8888888888888888,0.8888888888888888
18,0.967741935483871,0.2857542182168653,0.9693548387096775,0.967741935483871,0.9673878935738518,1.0,0.6243613958358765,1.0,1.0,1.0
19,1.0,0.2797490709250973,1.0,1.0,1.0,0.8888888888888888,0.6311950087547302,0.911111111111111,0.8888888888888888,0.8839506172839506
20,0.967741935483871,0.2843907257562043,0.9677899385560675,0.967741935483871,0.9675915482367096,0.8888888888888888,0.6551018953323364,0.911111111111111,0.8888888888888888,0.8839506172839506
21,1.0,0.2706137107264611,1.0,1.0,1.0,1.0,0.6373350024223328,1.0,1.0,1.0
22,0.989247311827957,0.26770238273887226,0.9895635673624289,0.989247311827957,0.9892448427836006,0.8888888888888888,0.6431825160980225,0.9259259259259258,0.8888888888888888,0.8888888888888888
23,0.978494623655914,0.25336278446259036,0.9791949037679587,0.978494623655914,0.978336597802775,0.8888888888888888,0.6207613945007324,0.9259259259259258,0.8888888888888888,0.8888888888888888
24,0.989247311827957,0.21757219523511906,0.9895635673624289,0.989247311827957,0.9892261153150862,0.8888888888888888,0.636840283870697,0.9259259259259258,0.8888888888888888,0.8888888888888888
25,1.0,0.1816975474357605,1.0,1.0,1.0,0.8888888888888888,0.6323359608650208,0.9259259259259258,0.8888888888888888,0.8888888888888888
26,0.989247311827957,0.24511897884389405,0.9896313364055299,0.989247311827957,0.989262350552673,0.7777777777777778,0.630659282207489,0.8148148148148148,0.7777777777777778,0.780952380952381
27,0.978494623655914,0.17920801331920008,0.9799777530589544,0.978494623655914,0.9787132222616093,0.7777777777777778,0.6489384174346924,0.8148148148148148,0.7777777777777778,0.780952380952381
28,1.0,0.17414794910338618,1.0,1.0,1.0,0.8888888888888888,0.6093814373016357,0.9166666666666666,0.8888888888888888,0.8888888888888888
29,1.0,0.17423128649111716,1.0,1.0,1.0,0.7777777777777778,0.609852135181427,0.8148148148148148,0.7777777777777778,0.780952380952381
30,0.978494623655914,0.19545773120336635,0.978494623655914,0.978494623655914,0.978494623655914,0.7777777777777778,0.6040834188461304,0.8148148148148148,0.7777777777777778,0.780952380952381
31,1.0,0.1688331852677048,1.0,1.0,1.0,0.7777777777777778,0.6026912331581116,0.8148148148148148,0.7777777777777778,0.780952380952381
32,1.0,0.15593348763963227,1.0,1.0,1.0,0.7777777777777778,0.5976260900497437,0.8148148148148148,0.7777777777777778,0.780952380952381
33,1.0,0.16611105716356667,1.0,1.0,1.0,0.7777777777777778,0.599031925201416,0.8148148148148148,0.7777777777777778,0.780952380952381
34,0.978494623655914,0.20928314905012807,0.9797235023041475,0.978494623655914,0.9784748576850095,0.7777777777777778,0.596935510635376,0.8148148148148148,0.7777777777777778,0.780952380952381
35,1.0,0.1456304770964448,1.0,1.0,1.0,0.7777777777777778,0.6035135984420776,0.8148148148148148,0.7777777777777778,0.780952380952381
36,1.0,0.18001254704049838,1.0,1.0,1.0,0.7777777777777778,0.5909166932106018,0.8148148148148148,0.7777777777777778,0.780952380952381
37,1.0,0.13317757572538108,1.0,1.0,1.0,0.7777777777777778,0.5937708616256714,0.8148148148148148,0.7777777777777778,0.780952380952381
38,1.0,0.12925557872300508,1.0,1.0,1.0,0.7777777777777778,0.5914557576179504,0.8148148148148148,0.7777777777777778,0.780952380952381
39,0.989247311827957,0.1437130618479944,0.9896313364055299,0.989247311827957,0.989262350552673,0.8888888888888888,0.5845080018043518,0.9259259259259258,0.8888888888888888,0.8888888888888888
40,0.989247311827957,0.14623846514250644,0.9895635673624289,0.989247311827957,0.9892448427836006,0.8888888888888888,0.5654990077018738,0.9259259259259258,0.8888888888888888,0.8888888888888888
41,1.0,0.14768012524932944,1.0,1.0,1.0,0.8888888888888888,0.5651871562004089,0.9259259259259258,0.8888888888888888,0.8888888888888888
42,1.0,0.12656862472975125,1.0,1.0,1.0,0.8888888888888888,0.5673918724060059,0.9259259259259258,0.8888888888888888,0.8888888888888888
43,0.989247311827957,0.12349389950113912,0.9895635673624289,0.989247311827957,0.9892448427836006,1.0,0.5641942620277405,1.0,1.0,1.0
44,1.0,0.1092670763372093,1.0,1.0,1.0,0.8888888888888888,0.5566428899765015,0.9259259259259258,0.8888888888888888,0.8888888888888888
45,0.989247311827957,0.12791807941531622,0.9895635673624289,0.989247311827957,0.9892448427836006,1.0,0.5607750415802002,1.0,1.0,1.0
46,1.0,0.11315552585868426,1.0,1.0,1.0,1.0,0.5470929741859436,1.0,1.0,1.0
47,1.0,0.1068792097190375,1.0,1.0,1.0,1.0,0.5337890386581421,1.0,1.0,1.0
48,1.0,0.10570712523755207,1.0,1.0,1.0,1.0,0.5227836966514587,1.0,1.0,1.0
49,1.0,0.08774376965017729,1.0,1.0,1.0,1.0,0.5609707832336426,1.0,1.0,1.0
50,1.0,0.10141273307543928,1.0,1.0,1.0,0.8888888888888888,0.5443198680877686,0.9259259259259258,0.8888888888888888,0.8888888888888888
